customer_id,first_name,last_name,gender,age,city,state,join_date
44,Ekansh,Korpal,Male,28,Pune,Maharashtra,2023-11-12
45,Bahadurjit,Mody,Male,64,Kochi,Kerala,2024-05-24
46,Shivansh,Grover,Male,41,Lucknow,Uttar Pradesh,2022-02-16
47,Ladli,Bansal,Female,36,Pune,Maharashtra,2025-05-02
48,Hiral,Gokhale,Female,37,Ahmedabad,Gujarat,2023-04-23
49,David,Palla,Male,28,Kolkata,West Bengal,2022-02-10
50,Chanakya,Bhatia,Male,41,Pune,Maharashtra,2025-08-01
51,Ojasvi,Sarma,Female,27,Kolkata,West Bengal,2023-10-19
52,Neelima,Sami,Female,31,Jaipur,Rajasthan,2023-08-28
53,Logan,Goel,Male,31,Jaipur,Rajasthan,2022-01-28
54,Hitesh,Balay,Male,69,Bengaluru,Karnataka,2023-03-24
55,Hamsini,Bail,Female,52,Kochi,Kerala,2022-05-18
56,Jagat,Batta,Male,26,Bengaluru,Karnataka,2025-10-20
57,Vanya,Mishra,Female,54,Hyderabad,Telangana,2021-09-29
58,Gagan,Edwin,Male,42,Hyderabad,Telangana,2023-06-23
59,Frado,Sem,Male,29,Bengaluru,Karnataka,2023-06-08
60,Ayaan,Chakraborty,Male,41,Delhi,Delhi,2023-11-30
61,Jagat,Chand,Male,60,Pune,Maharashtra,2025-01-28
62,Aarav,Ganguly,Male,53,Mumbai,Maharashtra,2026-01-08
63,Omisha,Keer,Female,30,Bhopal,Madhya Pradesh,2024-10-30
64,Rohan,Kalla,Male,48,Bhubaneswar,Odisha,2022-08-09
65,Ubika,Devan,Female,49,Bengaluru,Karnataka,2026-06-14
66,Kashvi,Gulati,Female,62,Visakhapatnam,Andhra Pradesh,2024-05-14
67,Aarini,Naik,Female,38,Bhopal,Madhya Pradesh,2021-09-16
68,Wishi,Dube,Female,64,Chandigarh,Chandigarh,2024-08-23
69,Vidhi,Ray,Female,38,Kochi,Kerala,2022-06-25
70,Yashoda,Mukhopadhyay,Female,44,Kochi,Kerala,2024-06-27
71,Sathvik,Sastry,Male,37,Kolkata,West Bengal,2023-12-16
72,Laban,Varty,Male,57,Bengaluru,Karnataka,2022-06-25
73,Anvi,Sethi,Female,53,Chennai,Tamil Nadu,2024-09-06
74,Nihal,Ravel,Male,27,Chandigarh,Chandigarh,2021-12-29
75,Eesha,Oak,Female,40,Bengaluru,Karnataka,2023-05-19
76,Advika,Mukherjee,Female,70,Pune,Maharashtra,2025-05-15
77,Harish,Pingle,Male,28,Jaipur,Rajasthan,2021-10-06
78,Yochana,Handa,Female,33,Bhopal,Madhya Pradesh,2025-09-20
79,Kritika,Bansal,Female,33,Chandigarh,Chandigarh,2023-04-22
80,Jagdish,Guha,Male,32,Ahmedabad,Gujarat,2021-10-06
81,Shivani,Rattan,Female,29,Ahmedabad,Gujarat,2025-12-16
82,Damyanti,Misra,Female,35,Pune,Maharashtra,2022-04-09
83,Indira,Sankaran,Female,20,Ahmedabad,Gujarat,2023-07-15
84,Darpan,Swaminathan,Male,67,Pune,Maharashtra,2025-11-07
85,Chasmum,Dara,Female,35,Bhubaneswar,Odisha,2025-09-11
86,Max,Apte,Male,22,Chennai,Tamil Nadu,2025-09-23
87,Meghana,Reddy,Female,50,Ahmedabad,Gujarat,2025-01-22
88,Mitali,Nath,Female,57,Bhopal,Madhya Pradesh,2021-09-22
89,Sara,Lalla,Female,67,Chandigarh,Chandigarh,2022-06-16
90,Anirudh,Ramachandran,Male,18,Visakhapatnam,Andhra Pradesh,2024-10-18
91,Samarth,Nigam,Male,41,Kochi,Kerala,2025-10-20
92,Kiaan,Narayan,Male,21,Visakhapatnam,Andhra Pradesh,2023-07-19
93,Girik,Raman,Male,51,Kochi,Kerala,2025-09-10
94,Aarnav,Hayer,Male,52,Delhi,Delhi,2022-01-05
95,Indali,Pai,Female,34,Jaipur,Rajasthan,2022-07-03
96,Pahal,Sanghvi,Female,23,Visakhapatnam,Andhra Pradesh,2024-04-01
97,Kamala,Sachdeva,Female,45,Ahmedabad,Gujarat,2025-11-18
98,Bakhshi,Bansal,Male,40,Lucknow,Uttar Pradesh,2022-09-24
99,Veda,Venkatesh,Female,32,Bengaluru,Karnataka,2026-01-20
100,Indira,Dora,Female,39,Bhubaneswar,Odisha,2023-07-26
101,Ganga,Dayal,Female,25,Chennai,Tamil Nadu,2025-09-19
102,Adweta,Kala,Female,59,Pune,Maharashtra,2025-09-12
103,Triya,Mammen,Female,33,Hyderabad,Telangana,2021-12-05
104,Chameli,Nanda,Female,67,Ahmedabad,Gujarat,2024-11-07
105,Adya,Luthra,Female,58,Hyderabad,Telangana,2021-10-19
106,Sarthak,Baria,Male,33,Bengaluru,Karnataka,2026-06-01
107,Indrajit,Mukhopadhyay,Male,46,Jaipur,Rajasthan,2022-01-04
108,Jack,Agate,Male,52,Ahmedabad,Gujarat,2023-11-16
109,Raagini,Dugal,Female,32,Lucknow,Uttar Pradesh,2022-05-27
110,Isaac,Bobal,Male,27,Jaipur,Rajasthan,2023-04-24
111,Nisha,Dugar,Female,59,Chandigarh,Chandigarh,2025-09-23
112,Jagat,Taneja,Male,57,Bhubaneswar,Odisha,2026-06-02
113,Priya,Chahal,Female,32,Bengaluru,Karnataka,2025-01-17
114,Yatan,Muni,Male,44,Pune,Maharashtra,2025-01-30
115,Ridhi,Garg,Female,55,Hyderabad,Telangana,2024-09-27
116,Quincy,Sawhney,Male,42,Lucknow,Uttar Pradesh,2025-07-15
117,Ishwar,Deshmukh,Male,63,Lucknow,Uttar Pradesh,2025-12-16
118,Chakrika,Kale,Female,51,Chandigarh,Chandigarh,2022-08-16
119,Krishna,Suresh,Female,44,Kolkata,West Bengal,2024-05-15
120,Jacob,Dubey,Male,21,Ahmedabad,Gujarat,2023-12-23
121,Orinder,Brahmbhatt,Male,21,Jaipur,Rajasthan,2024-09-22
122,Pushti,Kalla,Female,24,Hyderabad,Telangana,2024-11-09
123,Wridesh,Sridhar,Male,27,Bengaluru,Karnataka,2022-04-04
124,Qadim,Narula,Male,32,Mumbai,Maharashtra,2025-09-24
125,Baljiwan,Pathak,Male,35,Bhubaneswar,Odisha,2024-01-22
126,Ubika,Mahajan,Female,18,Chandigarh,Chandigarh,2021-11-14
127,Amrita,Dara,Female,64,Pune,Maharashtra,2025-04-10
128,Upasna,Sura,Female,19,Delhi,Delhi,2023-06-08
129,Atharv,Bala,Male,28,Kochi,Kerala,2025-04-10
130,Jeevika,Narasimhan,Female,50,Kolkata,West Bengal,2026-07-13
131,Ucchal,Dugar,Female,63,Visakhapatnam,Andhra Pradesh,2022-03-25
132,Darsh,Reddy,Male,23,Lucknow,Uttar Pradesh,2025-02-12
133,Unni,Bedi,Female,58,Bhubaneswar,Odisha,2021-11-22
134,Kala,Kadakia,Female,24,Pune,Maharashtra,2022-02-19
135,Kavya,Raman,Female,66,Kochi,Kerala,2025-06-05
136,Vasatika,Nazareth,Female,25,Chandigarh,Chandigarh,2025-05-14
137,Jatin,Hari,Male,55,Visakhapatnam,Andhra Pradesh,2025-03-19
138,Bakhshi,Khanna,Male,23,Bhopal,Madhya Pradesh,2024-04-10
139,Yug,Ray,Male,31,Ahmedabad,Gujarat,2026-02-27
140,Chaitanya,Sharaf,Male,43,Mumbai,Maharashtra,2025-06-12
141,Harish,Cheema,Male,19,Bengaluru,Karnataka,2022-05-31
142,Amol,Narayanan,Male,56,Lucknow,Uttar Pradesh,2024-06-27
143,Shivansh,Bedi,Male,51,Ahmedabad,Gujarat,2023-07-10
144,Upma,Bose,Female,20,Bhubaneswar,Odisha,2026-01-04
145,Vihaan,Sachar,Male,21,Hyderabad,Telangana,2023-06-13
146,Qarin,Boase,Male,54,Kolkata,West Bengal,2024-07-04
147,Chavvi,Chowdhury,Female,57,Pune,Maharashtra,2024-01-18
148,Ekalinga,Saha,Male,36,Bhopal,Madhya Pradesh,2023-08-17
149,Isaac,Shankar,Male,69,Bengaluru,Karnataka,2022-12-16
150,Chatura,Nagarajan,Male,31,Chandigarh,Chandigarh,2025-05-28
151,Reva,Barman,Female,65,Ahmedabad,Gujarat,2024-09-03
152,Kala,Batra,Female,33,Pune,Maharashtra,2024-06-08
153,Ekantika,Kunda,Female,40,Mumbai,Maharashtra,2023-01-28
154,Mahika,Ramanathan,Female,39,Chennai,Tamil Nadu,2024-03-06
155,Yashasvi,Vala,Female,67,Bhopal,Madhya Pradesh,2022-10-01
156,Qabil,Deo,Male,24,Kolkata,West Bengal,2022-03-29
157,Ojas,Toor,Male,51,Mumbai,Maharashtra,2022-01-26
158,Amruta,Narang,Female,38,Hyderabad,Telangana,2023-11-10
159,Andrew,Narain,Male,50,Mumbai,Maharashtra,2022-12-26
160,Bachittar,Hans,Male,58,Bengaluru,Karnataka,2026-07-05
161,Samuel,Ramachandran,Male,21,Ahmedabad,Gujarat,2025-05-30
162,Yahvi,Subramanian,Female,20,Chennai,Tamil Nadu,2025-03-13
163,Eiravati,Venkataraman,Female,47,Chandigarh,Chandigarh,2022-01-15
164,Nachiket,Pandit,Male,31,Kochi,Kerala,2025-10-16
165,Aryan,Sankar,Male,31,Chandigarh,Chandigarh,2024-06-06
166,Tara,Thakkar,Female,26,Chandigarh,Chandigarh,2023-05-01
167,Aditya,Sankaran,Male,39,Kolkata,West Bengal,2025-08-07
168,Wakeeta,Bhattacharyya,Female,59,Kochi,Kerala,2023-08-22
169,Dayita,Sunder,Female,40,Hyderabad,Telangana,2022-12-06
170,Kiaan,Murthy,Male,58,Mumbai,Maharashtra,2024-05-05
171,Arjun,Chandra,Male,67,Bhopal,Madhya Pradesh,2023-07-22
172,Meghana,Mistry,Female,62,Chennai,Tamil Nadu,2023-09-09
173,Dev,Saini,Male,18,Visakhapatnam,Andhra Pradesh,2025-06-28
174,Fariq,Vig,Male,41,Lucknow,Uttar Pradesh,2025-07-22
175,Osha,Sami,Female,24,Bhubaneswar,Odisha,2026-01-13
176,Krish,Lad,Male,58,Bhubaneswar,Odisha,2024-03-07
177,Anay,Sheth,Male,56,Bhopal,Madhya Pradesh,2024-10-30
178,Faris,Nazareth,Male,62,Lucknow,Uttar Pradesh,2025-02-13
179,Naveen,Dugal,Male,49,Chandigarh,Chandigarh,2025-08-05
180,Udarsh,Sankar,Male,25,Bhubaneswar,Odisha,2024-07-13
181,Darsh,Dugal,Male,64,Kochi,Kerala,2025-05-31
182,William,Nagy,Male,39,Mumbai,Maharashtra,2025-09-22
183,Yahvi,Kant,Female,25,Visakhapatnam,Andhra Pradesh,2026-02-15
184,Isaiah,Parsa,Male,70,Mumbai,Maharashtra,2023-11-21
185,Chakrika,Vaidya,Female,40,Bhopal,Madhya Pradesh,2023-09-27
186,Maanav,Deo,Male,58,Ahmedabad,Gujarat,2025-12-01
187,Anay,Deo,Male,56,Lucknow,Uttar Pradesh,2023-03-27
188,Owen,Wagle,Male,60,Chandigarh,Chandigarh,2022-11-20
189,Dayamai,Sant,Female,59,Visakhapatnam,Andhra Pradesh,2023-08-28
190,Jonathan,Bhalla,Male,23,Pune,Maharashtra,2024-07-12
191,Lucky,Wali,Male,28,Kolkata,West Bengal,2024-06-26
192,Ikbal,Lad,Male,46,Pune,Maharashtra,2021-08-10
193,Jeevika,Kade,Female,26,Bhopal,Madhya Pradesh,2024-01-02
194,Unnati,Suri,Female,66,Kolkata,West Bengal,2024-01-21
195,Noah,Ghose,Male,36,Chandigarh,Chandigarh,2024-12-23
196,Prisha,Aggarwal,Female,34,Ahmedabad,Gujarat,2026-01-27
197,Bachittar,Bhandari,Male,54,Kolkata,West Bengal,2023-07-18
198,Amaira,Raghavan,Female,35,Chennai,Tamil Nadu,2023-06-04
199,Gagan,Kata,Male,42,Bhubaneswar,Odisha,2025-03-19
200,Neel,Sha,Male,31,Jaipur,Rajasthan,2026-04-05
201,Neel,Sawhney,Male,68,Ahmedabad,Gujarat,2026-05-30
202,Upadhriti,Salvi,Female,39,Bhopal,Madhya Pradesh,2025-01-02
203,Lopa,Kara,Female,44,Lucknow,Uttar Pradesh,2026-04-19
204,Vinaya,Bir,Female,55,Delhi,Delhi,2024-08-10
205,Manya,Shroff,Female,39,Delhi,Delhi,2026-06-13
206,Bishakha,Sachdeva,Female,41,Bhubaneswar,Odisha,2022-11-04
207,Ranbir,Tara,Male,24,Kochi,Kerala,2023-07-20
208,Veda,Barman,Female,63,Chennai,Tamil Nadu,2025-08-01
209,Yug,Kapoor,Male,36,Mumbai,Maharashtra,2022-05-24
210,Tanvi,Pingle,Female,62,Hyderabad,Telangana,2024-12-25
211,Eshana,Saha,Female,34,Bhopal,Madhya Pradesh,2026-06-13
212,Kamala,Varughese,Female,26,Bengaluru,Karnataka,2023-10-29
213,Anmol,Handa,Male,62,Mumbai,Maharashtra,2025-02-04
214,Zilmil,Chandran,Female,62,Ahmedabad,Gujarat,2024-03-27
215,Vasatika,Pathak,Female,18,Kolkata,West Bengal,2022-01-01
216,Harsh,Sule,Male,35,Kolkata,West Bengal,2024-07-29
217,Gaurav,Saxena,Male,55,Bhopal,Madhya Pradesh,2025-05-07
218,Samesh,Naik,Male,24,Bengaluru,Karnataka,2021-10-15
219,Anita,Kade,Female,35,Bengaluru,Karnataka,2026-07-04
220,Caleb,Manne,Male,37,Hyderabad,Telangana,2023-04-05
221,Mekhala,Thakkar,Female,51,Bhubaneswar,Odisha,2024-11-27
222,Varenya,Nayar,Female,43,Hyderabad,Telangana,2025-10-08
223,Bakhshi,Golla,Male,50,Bhopal,Madhya Pradesh,2022-07-09
224,Chanchal,Chaudry,Female,64,Kolkata,West Bengal,2025-06-17
225,Nathan,Srivastava,Male,46,Hyderabad,Telangana,2021-12-20
226,George,Tiwari,Male,70,Ahmedabad,Gujarat,2023-05-19
227,Jagrati,Varughese,Female,26,Delhi,Delhi,2024-03-23
228,Saanvi,Pau,Female,49,Hyderabad,Telangana,2022-04-09
229,Chasmum,Kant,Female,67,Pune,Maharashtra,2026-04-21
230,Damyanti,Dubey,Female,56,Bengaluru,Karnataka,2022-10-23
231,Manbir,Datta,Male,24,Ahmedabad,Gujarat,2023-07-12
232,Reyansh,Batra,Male,28,Bhopal,Madhya Pradesh,2025-08-08
233,Yashodhara,Rai,Female,20,Kolkata,West Bengal,2025-06-26
234,Tanay,Bajaj,Male,56,Chandigarh,Chandigarh,2022-01-10
235,Yadavi,Rout,Female,54,Hyderabad,Telangana,2022-06-14
236,Ekanta,Rattan,Female,55,Bhopal,Madhya Pradesh,2024-11-08
237,Qarin,Hans,Male,48,Bhubaneswar,Odisha,2025-03-28
238,Urvi,Chanda,Female,41,Bhopal,Madhya Pradesh,2024-09-06
239,Frederick,Mani,Male,55,Mumbai,Maharashtra,2025-06-05
240,Teerth,Sankar,Male,66,Delhi,Delhi,2023-05-01
241,Wazir,Subramaniam,Male,47,Pune,Maharashtra,2023-12-01
242,Faraj,Shroff,Male,31,Kolkata,West Bengal,2022-01-22
243,Gopal,Ganguly,Male,38,Chennai,Tamil Nadu,2024-05-13
244,Zayan,Sinha,Male,53,Chandigarh,Chandigarh,2025-10-23
245,Megha,Cherian,Female,34,Lucknow,Uttar Pradesh,2022-09-03
246,Inaya,Peri,Female,45,Chennai,Tamil Nadu,2025-02-14
247,Rayaan,Gopal,Male,68,Lucknow,Uttar Pradesh,2025-09-01
248,Caleb,Acharya,Male,36,Kolkata,West Bengal,2023-09-18
249,Sanya,Varma,Female,40,Delhi,Delhi,2024-07-22
250,Samaksh,Dixit,Male,37,Mumbai,Maharashtra,2025-05-30
251,Chavvi,Srinivasan,Female,63,Visakhapatnam,Andhra Pradesh,2025-04-25
252,Saksham,Zacharia,Male,34,Ahmedabad,Gujarat,2021-11-05
253,Ucchal,Deshpande,Female,49,Kolkata,West Bengal,2021-09-06
254,Tanmayi,Dhingra,Female,38,Bhopal,Madhya Pradesh,2025-08-26
255,Ishita,Jain,Female,33,Chandigarh,Chandigarh,2022-06-02
256,Jhalak,Kakar,Female,69,Lucknow,Uttar Pradesh,2023-04-19
257,Aarnav,Luthra,Male,28,Chandigarh,Chandigarh,2025-05-09
258,Suhani,Konda,Female,60,Kolkata,West Bengal,2025-04-13
259,Ekaja,Deo,Female,43,Visakhapatnam,Andhra Pradesh,2026-03-23
260,Faris,Dayal,Male,19,Ahmedabad,Gujarat,2022-02-18
261,Amruta,Dhar,Female,59,Mumbai,Maharashtra,2022-09-16
262,Caleb,Misra,Male,38,Bengaluru,Karnataka,2022-05-30
263,Peter,Choudhry,Male,21,Ahmedabad,Gujarat,2023-12-23
264,Shravya,Tandon,Female,31,Bhubaneswar,Odisha,2021-08-26
265,Kavya,Hans,Female,59,Visakhapatnam,Andhra Pradesh,2025-05-12
266,Ekalinga,Chaudhry,Male,18,Jaipur,Rajasthan,2025-05-19
267,Ayushman,Venkatesh,Male,49,Bengaluru,Karnataka,2022-01-07
268,Anita,Kibe,Female,59,Kochi,Kerala,2026-02-08
269,Devansh,Grover,Male,25,Jaipur,Rajasthan,2022-07-06
270,Raksha,Varughese,Female,43,Bhubaneswar,Odisha,2023-10-30
271,Abhimanyu,Nadig,Male,18,Bengaluru,Karnataka,2022-11-10
272,Ojas,Gour,Male,26,Mumbai,Maharashtra,2024-01-15
273,Gaurang,Palla,Male,65,Bhubaneswar,Odisha,2024-09-24
274,Bishakha,Muni,Female,28,Bhubaneswar,Odisha,2025-09-11
275,Jagrati,Kala,Female,22,Chennai,Tamil Nadu,2021-09-17
276,Kashvi,Nagy,Female,44,Mumbai,Maharashtra,2022-01-11
277,Abha,Aggarwal,Female,35,Lucknow,Uttar Pradesh,2026-01-25
278,Urmi,Hegde,Female,65,Jaipur,Rajasthan,2021-07-20
279,Anamika,Sama,Female,65,Pune,Maharashtra,2022-02-13
280,Vedika,Memon,Female,25,Bhopal,Madhya Pradesh,2023-04-28
281,Vasudha,Deol,Female,20,Lucknow,Uttar Pradesh,2026-02-26
282,Yatan,Prabhakar,Male,27,Chandigarh,Chandigarh,2022-10-03
283,Zilmil,Kuruvilla,Female,29,Pune,Maharashtra,2021-11-15
284,Henry,Aggarwal,Male,64,Jaipur,Rajasthan,2022-07-05
285,Yatan,Mukherjee,Male,23,Bhopal,Madhya Pradesh,2026-03-12
286,Rohan,Sandal,Male,59,Kolkata,West Bengal,2025-04-20
287,Arya,Deep,Female,34,Ahmedabad,Gujarat,2025-12-07
288,Anita,Dhar,Female,22,Pune,Maharashtra,2025-05-19
289,Vasudha,Iyengar,Female,38,Visakhapatnam,Andhra Pradesh,2023-04-20
290,Imaran,Mohan,Male,35,Hyderabad,Telangana,2026-06-10
291,Rachit,Wason,Male,57,Bhubaneswar,Odisha,2024-02-25
292,Rehaan,Buch,Male,60,Hyderabad,Telangana,2024-09-22
293,Gautam,Panchal,Male,55,Pune,Maharashtra,2022-07-30
294,Hemang,Mandal,Male,19,Ahmedabad,Gujarat,2025-01-19
295,Raghav,Hegde,Male,38,Kochi,Kerala,2025-11-11
296,Zansi,Ahuja,Female,39,Bhopal,Madhya Pradesh,2024-07-23
297,Chaaya,Sankaran,Female,50,Chandigarh,Chandigarh,2023-02-24
298,Gunbir,Wable,Male,36,Hyderabad,Telangana,2024-06-19
299,Irya,Rajagopal,Female,19,Delhi,Delhi,2024-09-28
300,Farhan,Chopra,Male,47,Bhopal,Madhya Pradesh,2022-09-19
301,Urmi,Sengupta,Female,22,Visakhapatnam,Andhra Pradesh,2022-10-15
302,Anusha,Dash,Female,52,Kolkata,West Bengal,2022-03-26
303,Bhavika,Singh,Female,65,Kolkata,West Bengal,2025-08-17
304,Jasmit,Sodhi,Female,43,Kochi,Kerala,2022-01-08
305,Hemani,Pandey,Female,45,Chandigarh,Chandigarh,2023-03-01
306,Laban,Peri,Male,44,Jaipur,Rajasthan,2026-01-24
307,Abha,Chokshi,Female,59,Bhubaneswar,Odisha,2025-09-26
308,Naksh,Bhargava,Male,33,Bhubaneswar,Odisha,2025-12-26
309,Fiyaz,Chander,Male,18,Bhubaneswar,Odisha,2025-09-20
310,Vasatika,Dua,Female,58,Delhi,Delhi,2024-10-04
311,Barkha,Goda,Female,67,Kochi,Kerala,2025-08-29
312,Azad,Buch,Male,64,Bhubaneswar,Odisha,2024-03-08
313,Tamanna,Brar,Female,46,Chennai,Tamil Nadu,2022-02-26
314,Ekiya,Bedi,Female,50,Pune,Maharashtra,2023-09-24
315,Harish,Kapur,Male,23,Bhubaneswar,Odisha,2024-03-24
316,Arin,Khatri,Male,42,Lucknow,Uttar Pradesh,2025-06-11
317,Amrita,Deol,Female,49,Lucknow,Uttar Pradesh,2023-04-02
318,Chanakya,Gade,Male,57,Visakhapatnam,Andhra Pradesh,2024-03-19
319,Guneet,Purohit,Male,44,Jaipur,Rajasthan,2021-12-19
320,Harita,Parikh,Female,49,Lucknow,Uttar Pradesh,2022-06-13
321,Rishi,Kakar,Male,45,Mumbai,Maharashtra,2022-10-18
322,Brijesh,Bhardwaj,Male,64,Kolkata,West Bengal,2022-11-13
323,Sachi,Ahluwalia,Female,22,Hyderabad,Telangana,2022-04-28
324,Warinder,Dyal,Male,69,Bhubaneswar,Odisha,2021-09-07
325,Charvi,Borra,Female,62,Lucknow,Uttar Pradesh,2023-07-25
326,Lucky,Sha,Male,55,Kolkata,West Bengal,2025-07-16
327,Wakeeta,Badal,Female,31,Mumbai,Maharashtra,2024-10-11
328,Fiyaz,Bhagat,Male,67,Bengaluru,Karnataka,2022-03-25
329,Manan,Devi,Male,25,Ahmedabad,Gujarat,2024-09-26
330,Anya,Sunder,Female,18,Jaipur,Rajasthan,2022-12-26
331,Matthew,Borra,Male,70,Pune,Maharashtra,2022-09-09
332,Chaitaly,Walla,Female,23,Bhopal,Madhya Pradesh,2025-06-04
333,Yatan,Mitter,Male,19,Bhopal,Madhya Pradesh,2021-10-26
334,Manan,Vasa,Male,19,Kolkata,West Bengal,2024-09-01
335,Ikbal,Sagar,Male,19,Hyderabad,Telangana,2023-08-23
336,Jairaj,Bava,Male,47,Hyderabad,Telangana,2023-06-21
337,Nidra,Maharaj,Female,44,Lucknow,Uttar Pradesh,2025-10-13
338,Abha,Mistry,Female,31,Bhopal,Madhya Pradesh,2026-06-07
339,Ati,Swamy,Female,51,Bhopal,Madhya Pradesh,2024-08-18
340,Kashvi,Goel,Female,19,Kolkata,West Bengal,2022-11-15
341,Parth,Ranganathan,Male,68,Hyderabad,Telangana,2023-10-19
342,Aishani,Vora,Female,41,Chennai,Tamil Nadu,2024-05-20
343,Vyanjana,Kumar,Female,57,Visakhapatnam,Andhra Pradesh,2023-03-30
344,Ronith,Sule,Male,58,Kolkata,West Bengal,2025-08-05
345,Gauri,Lall,Female,69,Hyderabad,Telangana,2021-08-30
346,Yashasvi,Kala,Female,20,Mumbai,Maharashtra,2021-09-30
347,Advika,Pingle,Female,53,Ahmedabad,Gujarat,2026-06-11
348,Kabir,Kala,Male,34,Hyderabad,Telangana,2026-05-11
349,Bhavini,Manda,Female,54,Pune,Maharashtra,2023-07-10
350,Yash,Acharya,Male,30,Delhi,Delhi,2025-01-02
351,Vamakshi,Hora,Female,64,Visakhapatnam,Andhra Pradesh,2024-07-10
352,Harita,Nath,Female,39,Lucknow,Uttar Pradesh,2023-11-01
353,Dayamai,Dube,Female,43,Hyderabad,Telangana,2023-03-06
354,Sara,Nadig,Female,49,Delhi,Delhi,2025-12-01
355,Advay,Majumdar,Male,69,Chandigarh,Chandigarh,2022-06-27
356,Dhriti,Raju,Female,29,Delhi,Delhi,2025-06-02
357,Aryan,Chandran,Male,53,Kolkata,West Bengal,2021-12-15
358,Hritik,Amble,Male,40,Bhubaneswar,Odisha,2025-03-22
359,Girindra,Ramaswamy,Male,61,Pune,Maharashtra,2024-12-10
360,Chameli,Jhaveri,Female,35,Mumbai,Maharashtra,2026-04-23
361,Joshua,Khalsa,Male,49,Hyderabad,Telangana,2025-01-18
362,Anirudh,Sinha,Male,45,Delhi,Delhi,2025-05-14
363,Fiyaz,Sheth,Male,58,Chandigarh,Chandigarh,2021-09-16
364,Zaitra,Gade,Female,66,Delhi,Delhi,2022-10-28
365,Zilmil,Borde,Female,51,Pune,Maharashtra,2026-07-05
366,Guneet,Deep,Male,42,Mumbai,Maharashtra,2026-06-27
367,Leena,Doshi,Female,60,Bhopal,Madhya Pradesh,2022-08-12
368,Rajata,Nagy,Female,65,Bhopal,Madhya Pradesh,2022-06-14
369,Maanav,Manda,Male,61,Lucknow,Uttar Pradesh,2024-11-05
370,Waida,Seshadri,Female,20,Visakhapatnam,Andhra Pradesh,2026-05-01
